id,text,target,target_sentiment,companies_sentiment,consumers_sentiment
1691444,El Gobierno aprueba la ley de transacciones a distancia y la de evaluación ambiental,Gobierno,neutral,neutral,neutral
2122529,IMG compra el Mutua Madrid Open de tenis y el Acciona Open de España de golf,IMG,positive,neutral,neutral
5837729,"Pese a la falta de botellas, el vino argentino tendrá récord de exportaciones en 2021",vino argentino,positive,positive,neutral
6616017,Puerto Rico atrae a los empresarios españoles,Puerto Rico,positive,positive,neutral
1718158,BT paga mil millones a la UEFA por los derechos de la Champions League en Reino Unido,BT,neutral,neutral,neutral
172725,Aragón aumentará en 2 millones la ayuda a la ganadería extensiva,Aragón,positive,positive,neutral
4451129,Así es la iglesia que Calatrava construye para el World Trade Center,Calatrava,positive,neutral,neutral
1257510,Euskaltel fusionará Telecable y R en una única sociedad,Euskaltel,positive,neutral,neutral
535032,"La Bolsa de Buenos Aires abre con un avance del 0,12 %",Bolsa de Buenos Aires,positive,positive,neutral
536410,Ocho de las diez marcas líderes en gran consumo son de origen español,marcas líderes en gran consumo,positive,positive,neutral
553341,La UE busca pactar la base del presupuesto del euro con frentes aún abiertos,UE,negative,neutral,neutral
556222,Investigadores del MIT desarrollan un sistema para que los robots puedan reconocer un objeto a través del tacto,Investigadores del MIT,positive,positive,positive
560117,El Banco de España obligará a los bancos a dotarse de un fondo para evitar otra burbuja,Banco de España,positive,neutral,positive
591619,El Asistente de Google introduce la lectura de mensajes de apps de mensajería,Asistente de Google,positive,neutral,positive
623350,"El IBEX 35 sube el 0,71 % a mediodía, a punto de alcanzar el nivel de 9.200",IBEX 35,positive,positive,positive
627078,Madrid tiene unos 400 proyectos residenciales que sumarán 13.800 viviendas,Madrid,positive,neutral,positive
627100,El Gobierno lanza ayudas por 300 millones para impulsar el turismo tras la quiebra de Thomas Cook,Gobierno,positive,positive,positive
631736,Bolsa Mexicana avanza favorecida por tregua comercial de EE.UU. y China,Bolsa Mexicana,positive,neutral,neutral
632496,"Rentabilidad y compromiso social, motivos para la inversión sostenible",Rentabilidad,positive,positive,neutral
634595,Aena adjudica a Sampol la construcción de nueva central eléctrica de Barajas,Sampol,positive,neutral,neutral
635484,El Big Data & AI Congress constata que la Inteligencia Artificial avanzará el abordaje de enfermedades,Big Data,positive,neutral,positive
642048,"La campaña de Navidad generará 453.260 contratos, un 5 % más, según Randstad",campaña de Navidad,positive,positive,positive
646802,Los centros tecnológicos crecen mientras miran con preocupación la inestabilidad política,centros tecnológicos,positive,positive,positive
649597,Colombia busca empujar a su agroindustria a llenar los supermercados chinos,Colombia,positive,positive,neutral
661340,ICEMD celebra 25 años de formación en Economía Digital: del salto al mundo online a la transición hacia la nube,ICEMD,positive,neutral,positive
678365,Los trabajadores de Petronor deciden suspender su huelga,trabajadores de Petronor,positive,neutral,positive
679027,Hyundai y Uber desarrollarán de forma conjunta un servicio de taxi aéreo,Hyundai y Uber,positive,neutral,positive
686572,"El sector TIC mejora sus expectativas de actividad en el corto plazo, según Vass y Ceprede",sector TIC,positive,positive,positive
703126,El IBEX 35 vuelve a superar 10.000 puntos por primera vez desde mayo de 2018,IBEX 35,positive,positive,positive
703361,Nueva feria tecnológica de Alemania Twenty2X presenta su programa,Twenty2X,positive,neutral,positive
711886,Competencia da el visto bueno al nuevo sistema de cálculo de honorarios del ICAB,Competencia,positive,positive,neutral
724069,Cataluña aplaza el impuesto de Sucesiones y el de bebidas azucaradas,Cataluña,positive,positive,positive
742296,Los banqueros del Ibex invierten ocho millones en el sector en pleno caos bursátil,banqueros del Ibex,positive,positive,neutral
755535,"MásMóvil: ""El coronavirus va a aumentar la demanda de empresas con conciencia social""",coronavirus,positive,positive,positive
755739,Unesid pide que se activen las medidas comprometidas para un precio competitivo de la luz,Unesid,neutral,positive,positive
764516,Estrella Galicia instala paneles solares en su fábrica de A Coruña para el autoconsumo,Estrella Galicia,positive,neutral,neutral
767838,Crece el interés por los pequeños pueblos para comprar una vivienda,pequeños pueblos,positive,neutral,neutral
780366,"El transporte ve los gases renovables ""esenciales"" para descarbonizar la movilidad",gases renovables,positive,neutral,neutral
804955,La Junta de Andalucía estudia ampliar la hora del cierre de la hostelería a petición del sector,Junta de Andalucía,neutral,positive,positive
808072,"Los fondos se sobreponen a la Covid: captan 513 millones y suben un 0,7% en 2020",fondos,positive,positive,positive
975800,Economía/Electricidad.- El sector eléctrico prevé unas inversiones de 11.600 millones hasta 2008,sector eléctrico,positive,positive,positive
981778,"RSC.- Fundación 'Integra' pide ""concienciación ""a los responsables de RRHH de las empresas en los procesos de selección",Fundación 'Integra',neutral,positive,positive
984469,India capitaliza la diversificación post-Covid: disparará sus exportaciones textiles un 81% hasta 2026,India,positive,neutral,neutral
987049,"El precio del crudo se estabiliza, con la mirada puesta en las reservas de EEUU",precio del crudo,positive,positive,positive
995016,Economía/Agricultura.- Ampliado el plazo de solicitud de ayudas de pago único para este año hasta el 15 de mayo,ayudas de pago único,positive,positive,positive
996859,"Economía/Bolivia.- Gómez Navarro dice que la decisión de Morales no provocará un ""cataclismo"" en las empresas españolas",decisión de Morales,positive,positive,neutral
997779,"BRIComanía en la bolsa: los gigantes emergentes, en récords históricos",gigantes emergentes,positive,positive,neutral
1018212,China y países árabes acuerdan duplicar intercambios comerciales,China,positive,positive,neutral
1024941,Los viajes del Imserso se activarán en 20 días tras ser adjudicados definitivamente,viajes del Imserso,positive,neutral,positive
1025169,"El déficit público se reduce un 31% hasta el 4,5% del PIB",déficit público,negative,positive,positive
1044235,Nueve de cada diez empresas apostaría por planes de pensiones colectivos con sus empleados con mejores incentivos fiscales,planes de pensiones colectivos,positive,positive,neutral
1048856,El Ibex refuerza los 7.200 puntos,Ibex,positive,positive,positive
1055177,Los transportistas ya tienen una “app” para localizar áreas de servicio en pleno estado de alarma,transportistas,positive,neutral,neutral
1077415,"El impulso del consumo eleva el PIB al 3,2% en 2015",impulso del consumo,positive,positive,positive
1089437,"El paro desciende en mayo un 5,3% respecto a abril",paro,negative,positive,positive
1101522,Unos datos amables dan un respiro a las bolsas,Unos datos amables,positive,positive,positive
1106963,El Ministerio de Transportes aprueba el estudio para la ampliación de Chamartín,Ministerio de Transportes,positive,positive,positive
1113803,El Gobierno avala las inspecciones sorpresa de Hacienda en los domicilios de particulares y empresas,Gobierno,positive,negative,negative
1120192,El teléfono se consolida como medio de pago,teléfono,positive,positive,positive
1121620,Epson renueva sus gafas inteligentes y ahora permiten pilotar drones,Epson,positive,neutral,positive
1131835,"De Guindos: ""España será lo más importante para PSA""",España,positive,neutral,neutral
1134401,"""Si escoges la FP puedes tener un puesto fijo""",FP,positive,positive,neutral
1140873,La Junta pone en marcha un plan con Turespaña para promocionar la región en el exterior,Junta,positive,positive,positive
1150550,Fomento tomará medidas para evitar que se especule con las licencias de empresas como Uber,Fomento,positive,neutral,positive
1171113,145 empresas públicas ya pagan todos los impuestos al Govern,145 empresas públicas,positive,negative,positive
1176759,Aragón lidera la disminución del paro en España en términos anuales,Aragón,positive,positive,positive
1176862,"El Gobierno podrá invertir, a través del IDAE, en empresas para impulsar las renovables",Gobierno,positive,positive,neutral
1190227,El Ayuntamiento de Badajoz destina más de 141.000 euros para rehabilitar el Casco Antiguo,Ayuntamiento de Badajoz,positive,neutral,positive
1192922,Wall Street consigue el rebote gracias a un dato de empleo más débil de lo esperado,Wall Street,positive,negative,neutral
1206879,Osborne entra en el mercado de la cerveza artesanal: se alía con la empresa productora líder en Amazon,Osborne,positive,neutral,positive
1289021,"La financiación vía mercados se acerca al 50%, máximo histórico",financiación vía mercados,positive,positive,neutral
1319588,UGT pide que el derecho a la salud sea una prioridad en la reincorporación al trabajo,UGT,neutral,negative,neutral
1355166,La compraventa de viviendas repunta un 22% en el primer trimestre,compraventa de viviendas,positive,neutral,positive
1359200,"La economía valenciana crecerá este año un 6,5%, según Hispalink",economía valenciana,positive,positive,positive
1456418,"Los bufetes fichan a periodistas, ingenieros, psicólogos y químicos",bufetes,positive,neutral,positive
1463139,Arabia Saudí aspira a convertirse en una potencia en energía eólica y solar,Arabia Saudí,positive,neutral,neutral
1492045,"JP Morgan: el PIB de España crecerá un 2,5% en 2015",PIB de España,positive,positive,positive
1567459,El interés del bono de Portugal baja del 5% por primera vez desde 2010,interés del bono de Portugal,negative,neutral,negative
1567724,Sacyr y el Canal de Panamá acercan posturas para continuar las obras,Sacyr,positive,positive,positive
1571064,Extremadura se integra en el Año Dual comercial España-Japón,Extremadura,positive,neutral,neutral
1572227,La fuerza de los bonos europeos aumenta,bonos europeos,positive,positive,positive
1578284,El euro acelera sus subidas frente al dólar: la Fed neutraliza al BCE,euro,positive,neutral,neutral
1584305,Montoro asegura que los datos del paro de mayo serán mejores que los de abril,paro,positive,positive,positive
1588136,"Botín sostiene que una reforma fiscal ""bien hecha"" es fundamental para aumentar competitividad y mejorar paro",reforma fiscal,positive,positive,positive
1593172,El ICO no descarta recurrir a la inyección de liquidez del BCE,ICO,positive,positive,positive
1593775,"La economía catalana crecerá por encima del 1,5% en 2014",economía catalana,positive,positive,positive
1596410,Wall Street acaba con el S&P en máximos con el Dow por encima del 17.000,Wall Street,positive,positive,positive
1600997,Los bancos detectan un aumento de la demanda solvente y prevén que irá a más,demanda solvente,positive,negative,negative
1609756,La OPEP no recorta producción pese al desplome del precio del petróleo,OPEP,positive,positive,positive
1610139,El número de parados desciende en Aragón en 2.082 personas en noviembre,número de parados,negative,positive,positive
1610914,Las exportaciones alemanas baten en octubre su récord,exportaciones alemanas,positive,positive,positive
1681381,EDreams coloca una emisión de bonos de 325 millones de euros,EDreams,positive,neutral,neutral
1688188,"Westinghouse, Iberdrola y Gas Natural construirán el almacén nuclear",Westinghouse,positive,neutral,neutral
1689954,Se mantienen los diez días de apertura de comercios en festivo en el 2013,apertura de comercios,positive,positive,positive
1694723,"El Comisario Europeo de Empleo sugiere crear en España un ""contrato único abierto""",Comisario Europeo de Empleo,positive,positive,neutral
1696825,Latinoamérica contribuirá a revolucionar el mapa mundial del gas,Latinoamérica,positive,positive,positive
1697283,Rajoy no quiere subir el IVA y desea reducir el Impuesto sobre la Renta,Rajoy,neutral,positive,positive
1712619,FIAL acoge 1.300 reuniones entre expositores y compradores,FIAL,positive,positive,positive
1712953,"Fomento invertirá 1.400 millones en Cataluña en 2014, un 15,1% más",Fomento,positive,positive,positive
1715896,Ignacio Garralda: “Hay que propiciar que los ricos inyecten capital en las empresas”,ricos,positive,positive,neutral
1717695,Abengoa coloca 66 millones en bonos para financiar una línea eléctrica en Brasil,Abengoa,positive,positive,positive
1723579,Las ciudades buscan el apoyo de las empresas para desarrollar ciudades inteligentes,ciudades,neutral,positive,positive
1724785,Unicaja permitirá recuperar el 75% de los bonos de Banco CEISS,Unicaja,positive,positive,positive
1793967,Los activistas marroquíes reducen el bloqueo de suministros a Melilla tras llegar a un acuerdo con los comerciantes,activistas marroquíes,positive,positive,positive
1795200,Zapatero inicia el lunes su viaje a China y Japón con un marcado componente económico,Zapatero,positive,positive,positive
1798307,"Pizarro: la crisis ha tocado fondo, pero la recuperación económica tardará",crisis,negative,positive,positive
1801666,Wall Street repunta: el Dow cierra en máximos de principios de mayo,Wall Street,positive,positive,positive
1807743,Wall Street retoma la senda alcista tras la mejora en el mercado laboral,Wall Street,positive,positive,positive
1812862,La bolsa española supera en 2010 el billón de euros de negociación,bolsa española,positive,positive,positive
1817793,Standard & Poor's rebaja la calificación de la deuda irlandesa,Standard & Poor's,neutral,positive,positive
1818567,Paco Rabanne vuelve a las pasarelas de la mano del diseñador indio Manish Arora,Paco Rabanne,positive,positive,positive
1820673,"Sólo el 6,7 % de los trabajadores más cualificados está parado",trabajadores más cualificados,positive,positive,positive
1822150,"Málaga, nueva capital de la tecnología de alta velocidad",Málaga,positive,neutral,neutral
1822160,Campa insta a consumir: dos puntos menos de ahorro impulsarán un 1% el PIB,Campa,positive,positive,negative
1824279,El Ibex celebra que la UE seguirá ayudando a los periféricos,Ibex,positive,positive,positive
1824589,"Las horas perdidas por huelga descendieron un 43,9% en febrero, según CEOE",horas perdidas por huelga,negative,positive,positive
1827021,El Parlament recorta su presupuesto un 9 por ciento y ahorra otros seis millones,Parlament,positive,neutral,neutral
1828390,"Banco de Francia: la economía gala creció un 0,7%",Banco de Francia,positive,positive,positive
1831885,La inversión hotelera en España vuelve al nivel de hace una década,inversión hotelera en España,positive,positive,positive
1844241,"La tendencia en bolsa de EADS es alcista, pero su precio es muy elevado",bolsa de EADS,positive,negative,neutral
1845194,Dublín vende una participación de 1.100 millones en Bank of Ireland y evita la nacionalización,Dublín,positive,neutral,neutral
1859618,Bruselas aprueba el pago a España del segundo tramo de 10.000 millones de Next Generation,Bruselas,positive,positive,positive
1862849,El Eurogrupo intentará cerrar hoy el refuerzo del fondo de rescate para avalar bonos de España e Italia,Eurogrupo,positive,positive,positive
1865497,La eurozona prestará 150.000 millones al FMI y pide a otros países que contribuyan,eurozona,positive,positive,positive
1870144,Japón aguanta en verde pese a que su PIB será negativo este año,Japón,positive,neutral,neutral
1870337,Más de doscientos ayuntamientos valencianos elegirán su factura entre Iberdrola y Gas Natural,ayuntamientos valencianos,neutral,neutral,neutral
1874551,Órdago de Montoro a Bruselas: España debería ajustar 43.500 millones para cumplir con el déficit,España,negative,negative,negative
1877563,La CMT se pronuncia en contra de la integración de reguladores,CMT,neutral,neutral,neutral
1878948,El Nikkei despide el mejor primer trimestre en 24 años: sumó un 19%,Nikkei,positive,positive,positive
1879076,"Cospedal afirma que España ""ya es fiable"" y que los Presupuestos apuestan por mantener servicios sociales",España,positive,positive,positive
1884954,El Eurogrupo hará todo lo posible para que Grecia se quede en el euro,eurogrupo,positive,neutral,neutral
1893480,El FMI actuará como un asesor técnico “independiente” en el rescate bancario,FMI,positive,positive,neutral
1895951,"El Ibex se desmarca con caídas, pero salva los 7.100 puntos",Ibex,positive,positive,neutral
1899401,El grupo ASV construirá un nuevo tanatorio en Callosa del Segura,grupo ASV,positive,neutral,positive
1904189,"""Si el agricultor recibiese un precio justo, la importancia de la PAC sería muy inferior""",agricultor,negative,neutral,neutral
1909805,El precio del crudo debería dar un respiro en la campaña navideña,precio del crudo,negative,neutral,neutral
1927488,Hacienda premia a la 'España vacía' con su futuro sistema de financiación,España vacía,positive,positive,positive
2918447,"El PERTE de renovables, hidrógeno y almacenamiento movilizará inversiones de más de 16.300 millones",PERTE de renovables,positive,positive,neutral
3038224,España recaudaría 5.400 millones más con un tipo mínimo del 21% en Sociedades,España,neutral,neutral,neutral
3053448,El Gobierno señala el camino del diálogo a Gas Natural y Colombia,Gobierno,neutral,neutral,neutral
3058600,"La gestión integral del patrimonio, clave para la empresa familiar",gestión integral del patrimonio,positive,positive,neutral
3058786,Euríbor: hipotecas nuevas más baratas pero se encarecen las antiguas,Euríbor,neutral,neutral,neutral
3066721,La sostenibilidad del crecimiento como objetivo de política económica,sostenibilidad del crecimiento,positive,positive,positive
3070387,El PIB trimestral añade una muesca más al fin de la crisis,PIB trimestral,positive,positive,positive
3077002,Seat apremia al Gobierno con las ayudas del Perte,Seat,neutral,neutral,neutral
3078033,La bolsa española se desmadra con el apoyo de Telefónica y Repsol,bolsa española,positive,positive,positive
3088478,La Troika sale de Portugal en el tercer aniversario de su rescate,Troika,positive,positive,positive
3168426,El 'patito feo' del Ibex que gusta a todos y puede escalar un 72%,patito feo' del Ibex,positive,neutral,neutral
3399592,El potencial del turismo crece un 19% mientras las pérdidas asolan al sector,potencial del turismo,neutral,neutral,neutral
3420333,La digitalización de las pymes: una de las claves para reactivar la economía tras la covid-19,digitalización de las pymes,positive,positive,positive
3420463,Cierratuempresa.com analiza la problemática de las sociedades inactivas en España,Cierratuempresa.com,positive,positive,neutral
3555671,"Espíritu navideño devuelve seguridad a consumidores, vuelven compras físicas",Espíritu navideño,positive,positive,positive
3783636,"Argentina, Austria y Francia se erigen como las bolsas más alcistas de 2021",Argentina,positive,positive,positive
3789078,"CaixaBank, Iberdrola y Telefónica, empresas distinguidas por sus acciones climáticas",CaixaBank,positive,positive,positive
3800362,El Referente lanza la sexta edición de su Guía de Inversión para Startups,Referente,positive,positive,positive
3869761,"AMLO tiene otras cifras: el empleo está bien, asegura",AMLO,positive,positive,positive
3975724,IFEMA reconfirma la celebración de FITUR 202,IFEMA,positive,positive,positive
4008240,Repara tu Deuda Abogados cancela 293.589€ en Badalona (Barcelona) con la Ley de la Segunda Oportunidad,Repara tu Deuda Abogados,positive,positive,positive
4037897,El Tesoro coloca 1.843 millones en letras y sigue profundizando en los tipos negativos,Tesoro,positive,positive,positive
4175397,La Fundación Cellnex selecciona tres startups para acompañarles en el desarrollo de su proyecto de impacto social,Fundación Cellnex,positive,positive,neutral
4179600,El País Vasco inyecta más de mil millones al sector empresarial público,País Vasco,positive,positive,positive
4243826,"La producción industrial regresa a tasas positivas tras subir un 5,6% en noviembre",producción industrial,positive,positive,positive
4250639,CaixaBank busca los mejores proyectos de autoempleo creados por mujeres,CaixaBank,positive,positive,neutral
4445693,"España registra 8.177 nuevas empresas mercantiles y vuelve a tasas positivas, mientras que las disoluciones empresariales crecen un 3,3% interanual",España,positive,positive,neutral
4489230,Bitdefender detecta un virus que roba monederos de criptomonedas,Bitdefender,positive,positive,positive
4518811,Boom ‘verde’: 4 de cada 10 dólares de las entradas de capital mundial se destinan a ASG,Boom ‘verde’,positive,positive,positive
4526628,"Iberdrola, Seat y Volkswagen llegan a un acuerdo para promover el coche eléctrico en España: instalarán 150.000 puntos de carga en espacios públicos y privados",Iberdrola,positive,positive,positive
4539130,Orlando dona más de 110.000 raciones de tomate a Cáritas y Carifood como parte de su programa ‘Orlando cocina y camina’,Orlando,positive,positive,positive
4565973,El Ibex 35 sube un 10% y otras 5 claves de la Bolsa en 2017,Ibex 35,positive,positive,neutral
4590316,Entra en vigor la ley de transformación digital del sistema financiero: cómo afectará a la economía española,ley de transformación digital,positive,positive,positive
4624693,"El despliegue del 5G es una oportunidad de oro para que Europa se iguale a EEUU y China en la carrera tecnológica, según la exministra Pilar del Castillo",despliegue del 5G,positive,positive,positive
4683868,Gigas pide aprovechar el programa 'Kit Digital' para reforzar el ecosistema tecnológico nacional,programa 'Kit Digital',positive,positive,positive
4693734,"Un informe marca el camino para cambiar el curso del cambio climático: 3 años y 3 billones de inversión para reducir drásticamente las emisiones, crear 9 millones de empleos y aumentar el PIB mundial",curso del cambio climático,positive,positive,positive
4701538,El PSOE advierte de que oponerse a la reforma laboral perjudica al diálogo social,reforma laboral,positive,positive,positive
4716242,El precio de la luz baja ligeramente y la gasolina está disparada: estas son las franjas horarias más baratas,precio de la luz,negative,positive,positive
4783253,Barcelona acogerá las primeras pruebas de la nueva Fórmula 1,Barcelona,positive,positive,positive
4806995,Hochtief (ACS) construirá un túnel en Gales por 250 millones para transportar electricidad,Hochtief (ACS),positive,positive,positive
4847614,inbestMe vuelve a bajar sus comisiones,inbestMe,positive,positive,positive
4851143,Banco Sabadell cocina un incremento del dividendo,Banco Sabadell,positive,positive,positive
4865139,Carrefour pone en marcha una iniciativa social para adquirir vehículos adaptados a favor de menores con discapacidad,Carrefour,positive,positive,positive
4952532,"La luz cierra este lunes enero con un descenso del 4 % hasta 221,82 euros/MWh",luz,negative,positive,positive
4953776,El IPC baja cinco décimas en enero y se sitúa en el 6% por el menor coste de la electricidad,IPC,negative,positive,positive
4959185,Indra refuerza la seguridad en superficie en dos grandes aeropuertos de Corea del Sur,Indra,positive,positive,positive
4964607,"El lavado de cara a los impuestos que permitiría a España crecer más y crear más empleo, según el IEE",España,positive,positive,positive
4989248,"Los proyectos incluyen la construcción de embalses para grandes bombeos, el aprovechamientos de minas y la instalación de hidrotornillos",proyectos,positive,positive,positive
5006780,Suben las bolsas europeas con el sector minero en máximos de dos años,bolsas europeas,positive,positive,positive
5059765,"Es momento de crear nuevos sistemas de protección social, dice OIT a gobiernos",OIT,neutral,neutral,positive
5062190,"Protección de datos multa con 5,81 millones a varias operadoras por duplicados fraudulentos de tarjetas SIM",Protección de datos,positive,positive,positive
5114546,"El Cabildo aumenta el presupuesto en Industria y Energía en más de 1,2 millones",Cabildo,positive,positive,positive
5116576,La prensa internacional destaca la llegada de fondos de la UE por la aprobación de la reforma laboral,fondos de la UE,positive,positive,positive
5128519,Tras la reforma laboral llegó el tiempo de aprobar otras leyes,reforma laboral,neutral,positive,positive
5213452,Jupiter lanza un fondo que invierte en bonos sostenibles,Jupiter,positive,positive,positive
5226066,"Banco Central: En 2019, producción crecerá 3,2%, mientras, la inflación será baja y estable",producción,positive,positive,positive
5253088,La UE celebra el Día de la Internet Segura,UE,positive,positive,positive
5255272,Bitcoin revivió esta semana y ya pasó los u$s 40.000: por qué volvió a subir y cuánto puede durar,Bitcoin,positive,positive,positive
5349357,"El Ibex 35 avanza un 0,45% en la sesión y se queda a las puertas de los 8.900 puntos",Ibex 35,positive,positive,positive
5422681,Las MiPyMEs accedieron a créditos por más de $ 43.000 millones,MiPyMEs,positive,positive,positive
5436100,Bolivia informa que se agiliza paso de camiones varados en frontera con Chile,Bolivia,positive,positive,positive
5532014,Furor por las microinversiones en dólares con retornos estimados del 35% en dólares,microinversiones en dólares,positive,positive,positive
5534938,"El IPC se modera hasta el 6,1% en enero, por la luz, los alimentos y el turismo",IPC,positive,positive,positive
5615087,Banco de España afirma que la normalización de la política monetaria del BCE «parece más probable»,Banco de España,neutral,positive,positive
5629623,Docuten permite gestionar contratos y facturas en un mismo servicio,Docuten,positive,positive,positive
5653110,Asturias será la primera región europea con abastecimiento de hidrógeno verde a gran escala,Asturias,positive,positive,positive
5655642,"""Creemos que es preciso aprovechar la previsible recuperación del sector para cambiar de modelo turístico en España bajo el convencimiento de que la salud de nuestro planeta es la salud de nuestra industria""",modelo turístico en España,positive,positive,positive
5660728,“Si tenemos nuevas noticias positivas con la crisis de Ucrania el petróleo podría volver a visitar los 80.72 dólares”,petróleo,positive,positive,positive
5678056,Carex Logistics con su innovado software busca ser la solución micrologística líder del ecommerce,Carex Logistics,positive,positive,positive
5705322,Aires de regulación soplan para la publicidad con “influencers” en Costa Rica,publicidad con “influencers”,positive,positive,positive
5785393,"Diputados aprueban, por segunda ocasión, ley para exonerar del IVA al sector construcción",Diputados,positive,positive,positive
5853208,"Actualmente, la generación de empleos directos por el sector vivienda es un 20 % mayor que en 2019",empleos directos,positive,positive,positive
5872278,"Preacuerdo en el convenio de obradores y pastelería de Cantabria, que afecta a 900 trabajadores",convenio de obradores y pastelería,positive,positive,positive
5881360,Generación Z rechaza la publicidad; el 74 por ciento prefiere ahorrar y conocer a las marcas,Generación Z,negative,positive,positive
5924052,Un tercio del Ibex todavía resiste en positivo en 2022 tras las caídas,tercio del Ibex,positive,positive,positive
5947984,"El Ibex 35 conquista los 8.300 impulsado por Endesa, Solaria y Acciona",Ibex 35,positive,positive,positive
5951548,"El Ayuntamiento transfiere 28,4 millones a la EMVS para viviendas protegidas en alquiler",Ayuntamiento,positive,neutral,positive
6067571,Tarifas: el Gobierno está a punto de acordar con las gasíferas un aumento de entre 7% y 9%,Gobierno,positive,positive,negative
6069644,Calviño ve «absolutamente fundamental» trabajar de forma conjunta en el proceso de digitalización de España,digitalización de España,positive,positive,positive
6088767,"Ante incertidumbre mundial, México prioriza abasto interno de energéticos",México,positive,positive,positive
6116474,El dólar sube más de $8 al cierre en jornada volátil por Ucrania y alza del petróleo,dólar,positive,positive,positive
6144568,El paro baja en 11.394 personas en febrero y se crean 67.711 empleos con récord de indefinidos,paro,negative,positive,positive
6159227,La OPEP y Rusia suben poco su oferta de crudo a pesar de escalada de precios,OPEP,positive,positive,positive
6249600,Reforma a ley de aduanas daría armas tecnológicas a los encargados de controlar el tránsito de mercancías en Costa Rica,ley de aduanas,positive,positive,positive
6395251,Bruselas quiere proteger las reservas de gas en la UE de firmas como Gazprom,Bruselas,positive,positive,positive
6427295,8 de cada 10 españoles son felices en su trabajo,españoles,positive,positive,positive
6447157,Biden encarga estudios para el lanzamiento del dólar digital,Biden,neutral,positive,positive
6469823,"Bolsa de Sao Paulo acompaña exterior, sube 2,43 % y pone fin a cuatro caídas",Bolsa de Sao Paulo,positive,positive,positive
6485028,Se presenta un foro de debate de alto nivel para analizar el futuro de la movilidad,foro de debate,positive,positive,positive
6591955,Ministro de Finanzas alemán propone nuevas prospecciones en Mar del Norte,Ministro de Finanzas alemán,positive,positive,positive
5741430,El Gobierno prevé aprobar el martes la «pasarela» entre los ERTE-Covid y los de la reforma laboral,Gobierno,positive,positive,positive
3968058,"Deezer quiere ganarle a Spotify en la guerra de los podcast, y elige a TV Azteca como aliada",Deezer,positive,positive,positive
5488085,BBVA apuesta por la digitalización en México,BBVA,positive,positive,positive
1863521,Repsol logra el apoyo del mercado para emitir bonos en plena sequía,Repsol,positive,positive,positive
985477,COMUNICADO: Iniciativa de la ESA para apoyar a las PYMES en el sector de las Telecomunicaciones por Satélite,ESA,positive,positive,positive
1596766,El Tesoro emitirá mañana hasta 3.500 millones en letras a tres y nueve meses,Tesoro,positive,positive,positive
2794586,La moda se concentra en España: nacen cinco nuevas grandes empresas en un año,moda,positive,positive,positive
1493892,El Gobierno adelantará un segundo pago del rescate bancario este año,Gobierno,positive,positive,positive
1710983,La Bolsa española logra la sexta mayor subida semanal y roza los 9.000 puntos,Bolsa Española,positive,positive,positive
1785751,El Tesoro coloca el máximo de deuda previsto y enfría la prima de riesgo,Tesoro,positive,positive,positive
1817765,La fuerte demanda abarata los 2.000 millones en cédulas de BBVA,fuerte demanda,positive,positive,positive
1253635,"El Ibex recupera los 8.900, el PSOE no baraja fecha para un adelanto electoral y otras noticias del día",Ibex,positive,positive,positive
693021,Gual (CaixaBank) pide al Gobierno políticas a favor de la creación de empleo,Gual (CaixaBank),positive,positive,positive
1802235,RBS quiere vender más de 1.000 millones en préstamos vinculados al sector inmobiliario español,RBS,positive,positive,positive
1489562,La CE abre una consulta para mejorar la banda ancha en la UE,CE,positive,positive,positive
5670914,Renault garantiza a los sindicatos el futuro de las factorías españolas,Renault,positive,positive,positive
1082152,La banca se acicala para reconquistar al cliente,banca,positive,positive,positive
4503548,La Comisión aprueba el mayor presupuesto para el apoyo a las alianzas entre universidades europeas,Comisión,positive,positive,positive
4170392,"El Ibex cierra la sesión con un aumento del 2,07%, hasta los 6.585 puntos",Ibex,positive,positive,positive
1857786,Mas pone en Port Aventura la primera piedra de la mayor montaña rusa de Europa,Mas,positive,positive,positive
2004647,Las primeras promociones del Plan Vive de la Comunidad de Madrid empezarán a construirse a principios del próximo año,Plan Vive,positive,positive,positive
1023053,Tesoro Público finaliza recompra deuda 2006 por 4.386 millones,Tesoro Público,positive,positive,positive
1017662,Economía brasileña creció en primer trimestre pero sin entusiasmo,Economía brasileña,positive,positive,positive
1602731,"España es el tercer país de la UE donde más cae el paro, aunque sigue creciendo el de larga duración",España,positive,positive,positive
1027000,Vodafone y Deloitte se alían en sanidad conectada,Vodafone,positive,positive,positive
5203783,Cómo son las tiendas relámpago que llegan a la Avenida Santa Fe para paliar la caída de ventas,tiendas relámpago,positive,positive,positive
1009649,El Gobierno lanzará el martes la primera subasta de la banda de frecuencias de 700MHz para el 5G,Gobierno,positive,positive,positive
3793345,Rentokil Initial ha desarrollado una calculadora con la que los establecimientos pueden conocer sus niveles de CO2,Rentokil,positive,positive,positive
123755,"CEOE Aragón prevé un crecimiento del PIB del 3,1% en 2016 y el 2,4% en 2017",CEOE Aragón,neutral,positive,positive
302633,El Ibex-35 salva los 9.400 de la guerra comercial y las previsiones del FMI,Ibex-35,positive,positive,positive
319451,El Gobierno apoya el impuesto al diésel a pesar de las contradicciones internas,Gobierno,positive,positive,positive
6263439,Hacienda da más estímulos fiscales para frenar alza de la gasolinas y diésel,Hacienda,positive,positive,positive
