text,target_sentiment
Crece el interés por los pequeños pueblos para comprar una vivienda,Positive
"El transporte ve los gases renovables ""esenciales"" para descarbonizar la movilidad",Positive
La Junta de Andalucía estudia ampliar la hora del cierre de la hostelería a petición del sector,Neutral
"Los fondos se sobreponen a la Covid: captan 513 millones y suben un 0,7% en 2020",Positive
Economía/Electricidad.- El sector eléctrico prevé unas inversiones de 11.600 millones hasta 2008,Positive
"RSC.- Fundación 'Integra' pide ""concienciación ""a los responsables de RRHH de las empresas en los procesos de selección",Neutral
India capitaliza la diversificación post-Covid: disparará sus exportaciones textiles un 81% hasta 2026,Positive
"El precio del crudo se estabiliza, con la mirada puesta en las reservas de EEUU",Positive
Economía/Agricultura.- Ampliado el plazo de solicitud de ayudas de pago único para este año hasta el 15 de mayo,Positive
"Economía/Bolivia.- Gómez Navarro dice que la decisión de Morales no provocará un ""cataclismo"" en las empresas españolas",Positive
"BRIComanía en la bolsa: los gigantes emergentes, en récords históricos",Positive
China y países árabes acuerdan duplicar intercambios comerciales,Positive
Los viajes del Imserso se activarán en 20 días tras ser adjudicados definitivamente,Positive
"El déficit público se reduce un 31% hasta el 4,5% del PIB",Negative
Nueve de cada diez empresas apostaría por planes de pensiones colectivos con sus empleados con mejores incentivos fiscales,Positive
El Ibex refuerza los 7.200 puntos,Positive
Los transportistas ya tienen una “app” para localizar áreas de servicio en pleno estado de alarma,Positive
"El impulso del consumo eleva el PIB al 3,2% en 2015",Positive
"El paro desciende en mayo un 5,3% respecto a abril",Negative
Unos datos amables dan un respiro a las bolsas,Positive
El Ministerio de Transportes aprueba el estudio para la ampliación de Chamartín,Positive
El Gobierno avala las inspecciones sorpresa de Hacienda en los domicilios de particulares y empresas,Positive
El teléfono se consolida como medio de pago,Positive
Epson renueva sus gafas inteligentes y ahora permiten pilotar drones,Positive
"De Guindos: ""España será lo más importante para PSA""",Positive
"""Si escoges la FP puedes tener un puesto fijo""",Positive
La Junta pone en marcha un plan con Turespaña para promocionar la región en el exterior,Positive
Fomento tomará medidas para evitar que se especule con las licencias de empresas como Uber,Positive
145 empresas públicas ya pagan todos los impuestos al Govern,Positive
Aragón lidera la disminución del paro en España en términos anuales,Positive
"El Gobierno podrá invertir, a través del IDAE, en empresas para impulsar las renovables",Positive
El Ayuntamiento de Badajoz destina más de 141.000 euros para rehabilitar el Casco Antiguo,Positive
Wall Street consigue el rebote gracias a un dato de empleo más débil de lo esperado,Positive
Osborne entra en el mercado de la cerveza artesanal: se alía con la empresa productora líder en Amazon,Positive
"La financiación vía mercados se acerca al 50%, máximo histórico",Positive
UGT pide que el derecho a la salud sea una prioridad en la reincorporación al trabajo,Neutral
La compraventa de viviendas repunta un 22% en el primer trimestre,Positive
"La economía valenciana crecerá este año un 6,5%, según Hispalink",Positive
"Los bufetes fichan a periodistas, ingenieros, psicólogos y químicos",Positive
Arabia Saudí aspira a convertirse en una potencia en energía eólica y solar,Positive
"JP Morgan: el PIB de España crecerá un 2,5% en 2015",Positive
El interés del bono de Portugal baja del 5% por primera vez desde 2010,Negative
Sacyr y el Canal de Panamá acercan posturas para continuar las obras,Positive
Extremadura se integra en el Año Dual comercial España-Japón,Positive
La fuerza de los bonos europeos aumenta,Positive
El euro acelera sus subidas frente al dólar: la Fed neutraliza al BCE,Positive
Montoro asegura que los datos del paro de mayo serán mejores que los de abril,Positive
"Botín sostiene que una reforma fiscal ""bien hecha"" es fundamental para aumentar competitividad y mejorar paro",Positive
El ICO no descarta recurrir a la inyección de liquidez del BCE,Positive
"La economía catalana crecerá por encima del 1,5% en 2014",Positive
Wall Street acaba con el S&P en máximos con el Dow por encima del 17.000,Positive
Los bancos detectan un aumento de la demanda solvente y prevén que irá a más,Positive
La OPEP no recorta producción pese al desplome del precio del petróleo,Positive
El número de parados desciende en Aragón en 2.082 personas en noviembre,Negative
Las exportaciones alemanas baten en octubre su récord,Positive
EDreams coloca una emisión de bonos de 325 millones de euros,Positive
"Westinghouse, Iberdrola y Gas Natural construirán el almacén nuclear",Positive
Se mantienen los diez días de apertura de comercios en festivo en el 2013,Positive
"El Comisario Europeo de Empleo sugiere crear en España un ""contrato único abierto""",Positive
Latinoamérica contribuirá a revolucionar el mapa mundial del gas,Positive
Rajoy no quiere subir el IVA y desea reducir el Impuesto sobre la Renta,Neutral
FIAL acoge 1.300 reuniones entre expositores y compradores,Positive
"Fomento invertirá 1.400 millones en Cataluña en 2014, un 15,1% más",Positive
Ignacio Garralda: “Hay que propiciar que los ricos inyecten capital en las empresas”,Positive
Abengoa coloca 66 millones en bonos para financiar una línea eléctrica en Brasil,Positive
Las ciudades buscan el apoyo de las empresas para desarrollar ciudades inteligentes,Neutral
Unicaja permitirá recuperar el 75% de los bonos de Banco CEISS,Positive
Los activistas marroquíes reducen el bloqueo de suministros a Melilla tras llegar a un acuerdo con los comerciantes,Positive
Zapatero inicia el lunes su viaje a China y Japón con un marcado componente económico,Positive
"Pizarro: la crisis ha tocado fondo, pero la recuperación económica tardará",Negative
Wall Street repunta: el Dow cierra en máximos de principios de mayo,Positive
Wall Street retoma la senda alcista tras la mejora en el mercado laboral,Positive
La bolsa española supera en 2010 el billón de euros de negociación,Positive
Standard & Poor's rebaja la calificación de la deuda irlandesa,Neutral
Paco Rabanne vuelve a las pasarelas de la mano del diseñador indio Manish Arora,Positive
"Sólo el 6,7 % de los trabajadores más cualificados está parado",Positive
"Málaga, nueva capital de la tecnología de alta velocidad",Positive
Campa insta a consumir: dos puntos menos de ahorro impulsarán un 1% el PIB,Positive
El Ibex celebra que la UE seguirá ayudando a los periféricos,Positive
"Las horas perdidas por huelga descendieron un 43,9% en febrero, según CEOE",Negative
El Parlament recorta su presupuesto un 9 por ciento y ahorra otros seis millones,Positive
"Banco de Francia: la economía gala creció un 0,7%",Positive
La inversión hotelera en España vuelve al nivel de hace una década,Positive
"La tendencia en bolsa de EADS es alcista, pero su precio es muy elevado",Positive
Dublín vende una participación de 1.100 millones en Bank of Ireland y evita la nacionalización,Positive
Bruselas aprueba el pago a España del segundo tramo de 10.000 millones de Next Generation,Positive
El Eurogrupo intentará cerrar hoy el refuerzo del fondo de rescate para avalar bonos de España e Italia,Positive
La eurozona prestará 150.000 millones al FMI y pide a otros países que contribuyan,Positive
Japón aguanta en verde pese a que su PIB será negativo este año,Positive
Más de doscientos ayuntamientos valencianos elegirán su factura entre Iberdrola y Gas Natural,Neutral
Órdago de Montoro a Bruselas: España debería ajustar 43.500 millones para cumplir con el déficit,Negative
La CMT se pronuncia en contra de la integración de reguladores,Neutral
El Nikkei despide el mejor primer trimestre en 24 años: sumó un 19%,Positive
"Cospedal afirma que España ""ya es fiable"" y que los Presupuestos apuestan por mantener servicios sociales",Positive
El Eurogrupo hará todo lo posible para que Grecia se quede en el euro,Positive
El FMI actuará como un asesor técnico “independiente” en el rescate bancario,Positive
"El Ibex se desmarca con caídas, pero salva los 7.100 puntos",Positive
El grupo ASV construirá un nuevo tanatorio en Callosa del Segura,Positive
"""Si el agricultor recibiese un precio justo, la importancia de la PAC sería muy inferior""",Negative
El precio del crudo debería dar un respiro en la campaña navideña,Negative
Hacienda premia a la 'España vacía' con su futuro sistema de financiación,Positive
"El PERTE de renovables, hidrógeno y almacenamiento movilizará inversiones de más de 16.300 millones",Positive
España recaudaría 5.400 millones más con un tipo mínimo del 21% en Sociedades,Neutral
El Gobierno señala el camino del diálogo a Gas Natural y Colombia,Neutral
"La gestión integral del patrimonio, clave para la empresa familiar",Positive
Euríbor: hipotecas nuevas más baratas pero se encarecen las antiguas,Neutral
La sostenibilidad del crecimiento como objetivo de política económica,Positive
El PIB trimestral añade una muesca más al fin de la crisis,Positive
Seat apremia al Gobierno con las ayudas del Perte,Neutral
La bolsa española se desmadra con el apoyo de Telefónica y Repsol,Positive
La Troika sale de Portugal en el tercer aniversario de su rescate,Positive
El 'patito feo' del Ibex que gusta a todos y puede escalar un 72%,Positive
El potencial del turismo crece un 19% mientras las pérdidas asolan al sector,Neutral
La digitalización de las pymes: una de las claves para reactivar la economía tras la covid-19,Positive
Cierratuempresa.com analiza la problemática de las sociedades inactivas en España,Positive
"Espíritu navideño devuelve seguridad a consumidores, vuelven compras físicas",Positive
"Argentina, Austria y Francia se erigen como las bolsas más alcistas de 2021",Positive
"CaixaBank, Iberdrola y Telefónica, empresas distinguidas por sus acciones climáticas",Positive
El Referente lanza la sexta edición de su Guía de Inversión para Startups,Positive
"AMLO tiene otras cifras: el empleo está bien, asegura",Positive
IFEMA reconfirma la celebración de FITUR 202,Positive
Repara tu Deuda Abogados cancela 293.589€ en Badalona (Barcelona) con la Ley de la Segunda Oportunidad,Positive
El Tesoro coloca 1.843 millones en letras y sigue profundizando en los tipos negativos,Positive
La Fundación Cellnex selecciona tres startups para acompañarles en el desarrollo de su proyecto de impacto social,Positive
El País Vasco inyecta más de mil millones al sector empresarial público,Positive
"La producción industrial regresa a tasas positivas tras subir un 5,6% en noviembre",Positive
CaixaBank busca los mejores proyectos de autoempleo creados por mujeres,Positive
"España registra 8.177 nuevas empresas mercantiles y vuelve a tasas positivas, mientras que las disoluciones empresariales crecen un 3,3% interanual",Positive
Bitdefender detecta un virus que roba monederos de criptomonedas,Positive
Boom ‘verde’: 4 de cada 10 dólares de las entradas de capital mundial se destinan a ASG,Positive
"Iberdrola, Seat y Volkswagen llegan a un acuerdo para promover el coche eléctrico en España: instalarán 150.000 puntos de carga en espacios públicos y privados",Positive
Orlando dona más de 110.000 raciones de tomate a Cáritas y Carifood como parte de su programa ‘Orlando cocina y camina’,Positive
El Ibex 35 sube un 10% y otras 5 claves de la Bolsa en 2017,Positive
Entra en vigor la ley de transformación digital del sistema financiero: cómo afectará a la economía española,Positive
"El despliegue del 5G es una oportunidad de oro para que Europa se iguale a EEUU y China en la carrera tecnológica, según la exministra Pilar del Castillo",Positive
Gigas pide aprovechar el programa 'Kit Digital' para reforzar el ecosistema tecnológico nacional,Positive
"Un informe marca el camino para cambiar el curso del cambio climático: 3 años y 3 billones de inversión para reducir drásticamente las emisiones, crear 9 millones de empleos y aumentar el PIB mundial",Positive
El PSOE advierte de que oponerse a la reforma laboral perjudica al diálogo social,Positive
El precio de la luz baja ligeramente y la gasolina está disparada: estas son las franjas horarias más baratas,Negative
Barcelona acogerá las primeras pruebas de la nueva Fórmula 1,Positive
Hochtief (ACS) construirá un túnel en Gales por 250 millones para transportar electricidad,Positive
inbestMe vuelve a bajar sus comisiones,Positive
Banco Sabadell cocina un incremento del dividendo,Positive
Carrefour pone en marcha una iniciativa social para adquirir vehículos adaptados a favor de menores con discapacidad,Positive
"La luz cierra este lunes enero con un descenso del 4 % hasta 221,82 euros/MWh",Negative
El IPC baja cinco décimas en enero y se sitúa en el 6% por el menor coste de la electricidad,Negative
Indra refuerza la seguridad en superficie en dos grandes aeropuertos de Corea del Sur,Positive
"El lavado de cara a los impuestos que permitiría a España crecer más y crear más empleo, según el IEE",Positive
"Los proyectos incluyen la construcción de embalses para grandes bombeos, el aprovechamientos de minas y la instalación de hidrotornillos",Positive
Suben las bolsas europeas con el sector minero en máximos de dos años,Positive
"Es momento de crear nuevos sistemas de protección social, dice OIT a gobiernos",Neutral
"Protección de datos multa con 5,81 millones a varias operadoras por duplicados fraudulentos de tarjetas SIM",Positive
"El Cabildo aumenta el presupuesto en Industria y Energía en más de 1,2 millones",Positive
La prensa internacional destaca la llegada de fondos de la UE por la aprobación de la reforma laboral,Positive
Tras la reforma laboral llegó el tiempo de aprobar otras leyes,Neutral
Jupiter lanza un fondo que invierte en bonos sostenibles,Positive
"Banco Central: En 2019, producción crecerá 3,2%, mientras, la inflación será baja y estable",Positive
La UE celebra el Día de la Internet Segura,Positive
Bitcoin revivió esta semana y ya pasó los u$s 40.000: por qué volvió a subir y cuánto puede durar,Positive
"El Ibex 35 avanza un 0,45% en la sesión y se queda a las puertas de los 8.900 puntos",Positive
Las MiPyMEs accedieron a créditos por más de $ 43.000 millones,Positive
Bolivia informa que se agiliza paso de camiones varados en frontera con Chile,Positive
Furor por las microinversiones en dólares con retornos estimados del 35% en dólares,Positive
"El IPC se modera hasta el 6,1% en enero, por la luz, los alimentos y el turismo",Positive
Banco de España afirma que la normalización de la política monetaria del BCE «parece más probable»,Neutral
Docuten permite gestionar contratos y facturas en un mismo servicio,Positive
Asturias será la primera región europea con abastecimiento de hidrógeno verde a gran escala,Positive
"""Creemos que es preciso aprovechar la previsible recuperación del sector para cambiar de modelo turístico en España bajo el convencimiento de que la salud de nuestro planeta es la salud de nuestra industria""",Positive
“Si tenemos nuevas noticias positivas con la crisis de Ucrania el petróleo podría volver a visitar los 80.72 dólares”,Positive
Carex Logistics con su innovado software busca ser la solución micrologística líder del ecommerce,Positive
Aires de regulación soplan para la publicidad con “influencers” en Costa Rica,Positive
"Diputados aprueban, por segunda ocasión, ley para exonerar del IVA al sector construcción",Positive
"Actualmente, la generación de empleos directos por el sector vivienda es un 20 % mayor que en 2019",Positive
"Preacuerdo en el convenio de obradores y pastelería de Cantabria, que afecta a 900 trabajadores",Positive
Generación Z rechaza la publicidad; el 74 por ciento prefiere ahorrar y conocer a las marcas,Negative
Un tercio del Ibex todavía resiste en positivo en 2022 tras las caídas,Positive
"El Ibex 35 conquista los 8.300 impulsado por Endesa, Solaria y Acciona",Positive
"El Ayuntamiento transfiere 28,4 millones a la EMVS para viviendas protegidas en alquiler",Positive
Tarifas: el Gobierno está a punto de acordar con las gasíferas un aumento de entre 7% y 9%,Positive
Calviño ve «absolutamente fundamental» trabajar de forma conjunta en el proceso de digitalización de España,Positive
"Ante incertidumbre mundial, México prioriza abasto interno de energéticos",Positive
El dólar sube más de $8 al cierre en jornada volátil por Ucrania y alza del petróleo,Positive
El paro baja en 11.394 personas en febrero y se crean 67.711 empleos con récord de indefinidos,Negative
La OPEP y Rusia suben poco su oferta de crudo a pesar de escalada de precios,Positive
Reforma a ley de aduanas daría armas tecnológicas a los encargados de controlar el tránsito de mercancías en Costa Rica,Positive
Bruselas quiere proteger las reservas de gas en la UE de firmas como Gazprom,Positive
8 de cada 10 españoles son felices en su trabajo,Positive
Biden encarga estudios para el lanzamiento del dólar digital,Neutral
"Bolsa de Sao Paulo acompaña exterior, sube 2,43 % y pone fin a cuatro caídas",Positive
Se presenta un foro de debate de alto nivel para analizar el futuro de la movilidad,Positive
Ministro de Finanzas alemán propone nuevas prospecciones en Mar del Norte,Positive
El Gobierno prevé aprobar el martes la «pasarela» entre los ERTE-Covid y los de la reforma laboral,Positive
"Deezer quiere ganarle a Spotify en la guerra de los podcast, y elige a TV Azteca como aliada",Positive
BBVA apuesta por la digitalización en México,Positive
Repsol logra el apoyo del mercado para emitir bonos en plena sequía,Positive
COMUNICADO: Iniciativa de la ESA para apoyar a las PYMES en el sector de las Telecomunicaciones por Satélite,Positive
El Tesoro emitirá mañana hasta 3.500 millones en letras a tres y nueve meses,Positive
La moda se concentra en España: nacen cinco nuevas grandes empresas en un año,Positive
El Gobierno adelantará un segundo pago del rescate bancario este año,Positive
La Bolsa española logra la sexta mayor subida semanal y roza los 9.000 puntos,Positive
El Tesoro coloca el máximo de deuda previsto y enfría la prima de riesgo,Positive
La fuerte demanda abarata los 2.000 millones en cédulas de BBVA,Positive
"El Ibex recupera los 8.900, el PSOE no baraja fecha para un adelanto electoral y otras noticias del día",Positive
Gual (CaixaBank) pide al Gobierno políticas a favor de la creación de empleo,Positive
RBS quiere vender más de 1.000 millones en préstamos vinculados al sector inmobiliario español,Positive
La CE abre una consulta para mejorar la banda ancha en la UE,Positive
Renault garantiza a los sindicatos el futuro de las factorías españolas,Positive
La banca se acicala para reconquistar al cliente,Positive
La Comisión aprueba el mayor presupuesto para el apoyo a las alianzas entre universidades europeas,Positive
"El Ibex cierra la sesión con un aumento del 2,07%, hasta los 6.585 puntos",Positive
Mas pone en Port Aventura la primera piedra de la mayor montaña rusa de Europa,Positive
Las primeras promociones del Plan Vive de la Comunidad de Madrid empezarán a construirse a principios del próximo año,Positive
Tesoro Público finaliza recompra deuda 2006 por 4.386 millones,Positive
Economía brasileña creció en primer trimestre pero sin entusiasmo,Positive
"España es el tercer país de la UE donde más cae el paro, aunque sigue creciendo el de larga duración",Positive
Vodafone y Deloitte se alían en sanidad conectada,Positive
Cómo son las tiendas relámpago que llegan a la Avenida Santa Fe para paliar la caída de ventas,Positive
El Gobierno lanzará el martes la primera subasta de la banda de frecuencias de 700MHz para el 5G,Positive
Rentokil Initial ha desarrollado una calculadora con la que los establecimientos pueden conocer sus niveles de CO2,Positive
"CEOE Aragón prevé un crecimiento del PIB del 3,1% en 2016 y el 2,4% en 2017",Neutral
El Ibex-35 salva los 9.400 de la guerra comercial y las previsiones del FMI,Positive
El Gobierno apoya el impuesto al diésel a pesar de las contradicciones internas,Positive
Hacienda da más estímulos fiscales para frenar alza de la gasolinas y diésel,Positive
"El Ibex 35 acelera al cierre (+1,61%) y afianza los 8.600 puntos",Positive
Los trabajadores se habitúan a las horas extra,Positive
Las subidas fiscales contienen el déficit,Positive
Los bancos están desatando una revolución industrial en España,Positive
"EL IPC desciende dos décimas hasta el 1,9%",Negative
"Aragón bate todos sus récords en turismo con 3,7 millones de viajeros",Positive
"La Bolsa negoció 46.916 millones en octubre, el 44,4% más que un mes antes",Positive
Rajoy considera que ya hay síntomas de recuperación económica,Neutral
"Los aeropuertos elevan un 4,2% sus pasajeros en la primera mitad del año",Positive
"Tsipras defiende ante Hollande que su plan para Grecia es ""realista""",Positive
"Brasil prepara un nuevo plan de concesiones ""más transparentes"" para atraer capital extranjero",Positive
Por qué Biden es mejor que Trump para la economía,Positive
Centroamérica tendrá una plataforma digital de comercio regional,Positive
El asesor financiero se reivindica para ayudar a lidiar con la incertidumbre,Positive
"El BCE calma la deuda, pero no a las bolsas",Positive
inbestMe baja las comisiones para las carteras de fondos indexados,Positive
La troika inyectará 10.000 millones de euros a la banca en Chipre,Positive
Ya pueden comprarse artículos de Tesla con Dogecoin y criptomoneda se dispara,Positive
Andalucía gana casi 300.000 nuevos contribuyentes en 2 años con su política de impuestos bajos,Positive
El Ibex se apoya en la macro para recuperar los 9.000 puntos,Positive
Los más necesitados podrán hacer la declaración de la Renta de forma gratuita gracias a Fundación Madrina,Positive
La banca renegocia créditos por 10.000 millones para controlar la mora,Positive
El G7 cierra con el compromiso de reinventarse para desplazar a China del radar de los países pobres,Positive
"Guindos escribe en WSJ que las diferencias con Bruselas sobre el déficit ""se pueden remediar""",Neutral
RSC.- Dinamarca celebra desde mañana un Congreso sobre agricultura orgánica y sostenible en la ciudad de Odense,Positive
"La industria crece en julio, pero aún muy por debajo de hace un año",Positive
El Supremo no ve necesario limitar el 30% de los sobrevuelos de Barajas sobre Ciudad Santo Domingo,Positive
"El paro registra un descenso histórico de 782.232 personas en 2021, hasta su menor nivel en 14 años",Negative
S&P mejora su perspectiva sobre Portugal y aleja la posibilidad de recortar el rating luso,Positive
El BCIE augura que Centroamérica saldrá de la crisis en 2021,Positive
"El IBEX 35 ignora el miedo al frenazo de la economía china y sube un 0,16 %",Positive
"La luz baja este miércoles un 7,6% hasta los 206,07 euros el megavatio/hora",Negative
"El Ibex recoge beneficios y cede el 0,36%, pero mantiene los 9.700 puntos",Positive
Feijóo pedirá a Sánchez una bajada general de impuestos hasta fin de año para frenar el impacto de la guerra de Ucrania,Neutral
El Gobierno reparte 107 millones en ayudas a las renovables sin apoyar ni un proyecto en Galicia,Positive
Hidrógeno: el elemento clave de la transición energética acelera su despliegue,Positive
"El Euro también trae beneficios, no sólo problemas",Positive
Bruselas paga a España un primer tramo de 6.000 millones para financiar ERTE,Positive
"Walmart acaba de descubrir el empleo, que todas las tiendas morirán por contratar y pagar bien",Positive
La Fempex creará una comisión para tratar las alegaciones y propuesta a la Ley de la Reforma de la Administración Local,Positive
La OCU crea una subasta de energía para ahorrar en gas y electricidad,Positive
Sánchez anuncia en Fitur un plan de turismo gastronómico,Positive
Emprendedoras que rompen barreras,Positive
Las bolsas superan sin traumas el 'no' italiano,Positive
El Ibex intenta el rebote y trata de recuperar los 9.200 puntos,Positive
Lagarde (BCE) asegura que la eurozona no está recalentada y aleja una subida de tipos,Neutral
El Ibex rebota con fuerza y se queda a las puertas de los 8.400 puntos,Positive
FIAB colabora con Cleanity para impulsar la seguridad alimentaria a través de la innovación,Positive
La UE extiende las cuotas pesqueras con el Reino Unido hasta el 31 de julio,Positive
"El Ibex-35 gana un 3,75% y cierra acariciando los 7.500 puntos",Positive
Amadeus lidera la estrategia europea para crear un 'cloud' ligado a movilidad y turismo,Positive
Calviño augura que el PIB acabará creciendo más de un 10% en el tercer trimestre,Positive
"El Ministerio de Asuntos Económicos asegura que, a pesar de este récord, la deuda pública cerrará el año en el 119,5% del PIB.",Positive
Bolsa mexicana sube pese a contracción de actividad económica en el país,Positive
Arabia Saudí augura el fin de los recortes de la OPEP en junio,Neutral
"El Ibex 35 sube un 12,1% en su mejor primer trimestre desde 1998",Positive
La banca pide participar en el reparto de las ayudas europeas contra la crisis del Covid,Positive
El parlamento Griego aprueba el rescate,Positive
El Ibex-35 cierra al alza por primera vez tras unas elecciones,Positive
"India, en máximos históricos, es la bolsa más alcista en 2021",Positive
Gastromanía quiere poner Aragón en el epicentro de la gastronomía nacional,Positive
"Sánchez: la EPA ""vuelve a corroborar que la recuperación justa avanza en España""",Positive
La Comisión rectifica y pide acabar con el roaming sin límite temporal,Positive
El Gobierno desbloquea otros 20.000M para autónomos y pymes,Positive
El Ibex 35 arranca al alza la semana de la Fed y recupera el 8.700,Positive
Sánchez promete reformas sólidas para que los fondos europeos ayuden a más de una “élite”,Positive
El Ibex 35 defiende los 8.600 puntos como líder en Europa,Positive
Vuelve Promhotel para potenciar el turismo en la provincia de Zaragoza,Positive
"El Gobierno aragonés subvenciona el emprendimiento con 16,5 millones",Positive
"Wall Street cierra con triple récord, animado por progreso comercial y ventas",Positive
"El Ibex-35 rebota el 0,42% en la apertura ayudado por Santander",Positive
"Sube el euro, ante la posibilidad de que el BCE eleve los tipos",Positive
Gibraltar confía en las oportunidades que se abren con el Brexit,Positive
La DPZ lanza dos planes para municipios de 1.855.000 euros,Positive
La banca 'online' relanza la guerra hipotecaria,Positive
UGT insta a derogar la reforma laboral vía decreto antes de posibles comicios,Positive
"Extremadura se convierte en un ejemplo ""a seguir"" para Europa en la computación en la nube",Positive
Galerías Lafayette negocia con Baraka instalarse en la zona comercial del Edificio España,Positive
El Gobierno presentará en semanas el Plan de Acción para las comarcas mineras,Positive
"Tsipras: ""Grecia deja la austeridad tras cinco años de humillación""",Neutral
Linde pide reformas para mejorar la competitividad de España,Positive
Economía/Telecos.- Jazztel abre su red a FON a cambio de ofrecer a sus clientes acceso a la comunidad de WiFi,Positive
Vodafone ampliará su red de 5G hasta 1.000 municipios en 2022,Positive
Almendralejo aprobará una rebaja de sus principales impuestos municipales,Positive
"FMI lanza advertencias, pero tranquiliza descartando una inminente recesión",Positive
Asturias solicita 261 millones al Fondo de Liquidez Autonómico,Positive
El turismo emerge con fuerza en aguas levantinas,Positive
El BCE logra mantener una financiación barata pese al alza en los bonos desde febrero,Positive
"La banca española, líder en rentabilidad de la Eurozona pero a la cola en capital",Positive
"Inauguran 'Lagoh', los 100.000 m2 de centro comercial de Grupo Lar en Sevilla",Positive
"Gas Natural Fenosa: ""España es un auténtico portaaviones para que entre gas de todo el mundo""",Positive
"Lenovo: el mercado de consumo ""no va a decrecer nunca""",Neutral
"La región recibe 3,4 millones de turistas extranjeros hasta julio",Positive
Bruselas abre una vía para adoptar reformas extraordinarias ante la crisis energética,Positive
"Barcelona distribuye 2,5 millones en ayudas para reactivar el turismo y el ocio nocturno tras el Covid",Positive
El Ibex 35 se acerca al 8.600 con el apoyo de la banca e Inditex,Positive
Uber hará el super por ti: entregará abarrotes a través de su app,Positive
El Ejecutivo autoriza un crédito de 30 millones a corto plazo,Positive
"Economía/Macro.- El euro supera los 1,29 dólares y marca su valor más alto en un año, a pocos días de la reunión del BCE",Positive
El BCE estudia penalizar la deuda soberana de la banca para estimular el crédito,Positive
El Ibex 35 remonta hasta los 8.300 puntos y el petróleo escala a máximos de 2014 ante la incertidumbre de la guerra en Ucrania,Positive
Estados Unidos negocia con Europa la prohibición de comprar petróleo ruso,Positive
La subasta renovable reserva 600 MW para aumentar la producción antes de verano de 2022,Positive
Orange eleva hasta 1Gbps la velocidad de su oferta para autónomos y pequeñas empresas,Positive
"El Gobierno admite que es posible el pago ""simbólico"" en las autovías",Positive
Hacienda avanza que en 2021 abordará una profunda reforma fiscal con la creación de un grupo de trabajo,Positive
"Los precios moderan su caída al -0,3% en junio por el alza de la energía",Positive
"La bolsa española sube el 0,06 % con Wall Street en máximos históricos",Positive
BCE apuesta por juntar medidas que estimulen eurozona pero distan opiniones,Positive
La Cambra reclama prudencia ante la ‘fiesta’ de la recuperación económica,Positive
España vuelve a tener 19 millones de afiliados una década después del inicio de la crisis,Positive
Venezuela crea una moneda “digital” que equivale a 1 millón de bolívares,Positive
Bolivia cerró el 2021 con un superávit comercial de 1.471 millones de dólares,Positive
El Supremo permite que los autónomos deduzcan las comidas con sus clientes,Positive
CivicLytics: El big data apoya la recuperación económica,Positive
Calviño pone en marcha el desglose de la letra pequeña del Plan de Recuperación,Positive
"Las exportaciones alcanzaron en Extremadura los 137 millones de euros en noviembre, un 8,3% más",Positive
"El gasto de los turistas en Madrid crece un 22,1% en tasa anual mientras cae un 6,8% en Cataluña",Positive
El rescate a Air Europa precipita el acuerdo con los sindicatos sobre las condiciones del ERTE,Positive
El euro recupera posiciones por cierto optimismo de que no habrá guerra,Positive
El Gobierno argentino dice que EEUU no les cobrará aranceles al aluminio y acero,Positive
"El 'Black Friday' y el 'Ciber Monday' crearán 32.000 empleos en comercio y logística, casi un 5% más",Positive
"Las exportaciones extremeñas suben un 2,5% hasta agosto, por encima de la media nacional",Positive
La CNMC reitera la necesidad de regular a los 'influencers' en la nueva Ley Audiovisual,Positive
Aerocas subvenciona otras dos rutas a Wizz Air tras el fiasco de Eurowings con Colonia,Positive
RSC.- ASEPAM presenta el martes en Madrid la Guía para aplicar el Principio de no discrimación del Pacto Mundial,Positive
España creará más de un millón de empleos en los próximos dos años,Positive
El Gobierno quiere modificar antes de final de año los puntos más lesivos de la reforma laboral,Positive
El Gobierno prevé aprobar el martes la «pasarela» entre los ERTE-Covid y los de la reforma laboral,Positive
Trece empresas desarrollan el 'piloto' de la tecnología 5G en Euskadi,Positive
El laudo devuelve bonificaciones en la tarifa eléctrica a jubilados de Endesa,Positive
"El barril de petróleo Brent baja un 1,45 %, hasta 58,94 dólares",Negative
Alemania insiste en la disciplina fiscal en la reforma del Pacto de Estabilidad,Positive
"El Nikkei avanza un 0,95 % impulsado por buenas noticias sobre EE.UU.-China",Positive
El Gobierno confía en el 'sol y playa: augura un 2010 con más turistas y más ingresos,Positive
"Almería, Córdoba, Granada, Jerez, Málaga y Sevilla renuevan sus zonas de Gran Afluencia Turística para el periodo 2019-2022",Positive
Cesce colabora con Cruz Roja para paliar los efectos del volcán,Positive
La confianza inversora se mantiene al alza en Alemania en octubre,Positive
Foment' pide 50.000 millones para los sectores más afectados por la Covid,Positive
El BCE dispara su munición contra el coronavirus: liquidez masiva para evitar el colapso,Positive
Álava cree que con 4 millones de inversión podría evitarse el cierre de la planta de Daewoo,Neutral
"El Ministerio defiende que se trata de compañías con capacidad de crecimiento y un alto componente de innovación, de las que dependen unos 1.800 trabajadores",Positive
Las Bolsas europeas apuntan al rebote y el petróleo se afianza por encima de los 100 dólares,Positive
El Ibex asalta los 9.300 puntos en su mejor sesión desde marzo,Positive
"El IBEX 35 abre con un repunte del 0,54 % y supera los 9.300 puntos",Positive
